mvir,mvir_p,mvir_m,cvir,cvir_p,cvir_m,methods,z,cl,refs
2.1,2.5,-2.5,7.4,6.8,-6.8,WL+SL,0.43,SDSSJ1226+2152,SE14.1
56.56249999999999,37.875,-37.875,26.445,19.9,-19.9,WL,0.43,SDSSJ1226+2152,OG12.1
1.155,0.76,-0.76,14.962499999999999,16.565,-16.565,WL+SL,0.43,SDSSJ1226+2152,OG12.1
11.4,4.1,-4.1,5.8,1.7,-1.7,WL+SL,0.435,SDSSJ1226+2149,SE14.1
9.5525,3.135,-3.135,5.8275,2.125,-2.125,WL,0.435,SDSSJ1226+2149,OG12.1
9.239999999999998,2.86,-2.86,5.972499999999999,1.415,-1.415,WL+SL,0.435,SDSSJ1226+2149,OG12.1
15.2,2.3,-2.3,8.6,2.8,-2.8,LOSVD,0.439,MACS J1206.2-0847,BI13.1
18.6,7.5,-7.5,5.3,3.5,-3.5,CM,0.439,MACS J1206.2-0847,BI13.1
14.9,3.9,-3.9,7.5,2.1,-2.1,WL+SL,0.439,MACS J1206.2-0847,SE14.1
10.0,1.1,-1.1,5.2,1.7,-1.7,WL+SL,0.439,MACS J1206.2-0847,ME14.1
7.6,1.6,-1.6,6.0,1.0,-1.0,WL+SL,0.443,SDSSJ1329+2243,SE14.1
5.050000000000001,1.24,-1.24,12.6725,5.4350000000000005,-5.4350000000000005,WL,0.443,SDSSJ1329+2243,OG12.1
5.7475000000000005,1.295,-1.295,6.0975,0.995,-0.995,WL+SL,0.443,SDSSJ1329+2243,OG12.1
2.2,1.3,-1.3,8.2,3.0,-3.0,WL+SL,0.448,SDSSJ0957+0509,SE14.1
1.1875,0.45499999999999996,-0.45499999999999996,19.072500000000005,13.825,-13.825,WL,0.448,SDSSJ0957+0509,OG12.1
1.47,0.73,-0.73,10.737499999999999,3.325,-3.325,WL+SL,0.448,SDSSJ0957+0509,OG12.1
9.5,1.9,-1.9,10.6,2.7,-2.7,WL+SL,0.45,MACSJ0329.7-0212,SE14.1
8.6,1.1,-1.1,4.7,1.9,-1.9,WL+SL,0.45,MACSJ0329.7-0212,ME14.1
8.395,2.42,-2.42,5.5975,0.895,-0.895,X-ray,0.45,MACSJ0329.7-0212,SC07.1
14.7,0.9,-0.9,4.3,0.4,-0.4,WL+SL,0.451,SDSSJ1138+2754,SE14.1
11.422500000000001,2.4450000000000003,-2.4450000000000003,3.8724999999999996,1.3050000000000002,-1.3050000000000002,WL,0.451,SDSSJ1138+2754,OG12.1
10.5375,1.9649999999999999,-1.9649999999999999,4.5225,0.565,-0.565,WL+SL,0.451,SDSSJ1138+2754,OG12.1
31.8,8.7,-8.7,5.4,1.4,-1.4,WL+SL,0.451,RXJ1347.5-1145,SE14.1
21.6125,3.725,-3.725,9.807500000000001,2.6550000000000002,-2.6550000000000002,WL,0.451,RXJ1347.5-1145,UM11.1
13.5,1.9,-1.9,4.7,1.8,-1.8,WL+SL,0.451,RXJ1347.5-1145,ME14.1
41.0,23.0,-23.0,64.5,43.0,-43.0,WL,0.451,RXJ1347.5-1145,KL05.1
34.300000000000004,8.3,-8.3,5.949999999999999,0.61,-0.61,X-ray,0.451,RXJ1347.5-1145,SC07.1
64.0,39.0,-39.0,5.327500000000001,1.5350000000000001,-1.5350000000000001,X-ray,0.451,RXJ1347.5-1145,VO06.1
30.650000000000002,13.4,-13.4,7.715,1.7200000000000002,-1.7200000000000002,X-ray,0.451,RXJ1347.5-1145,AL03.1
4.0725,0.825,-0.825,9.375,1.05,-1.05,X-ray,0.461,3C 295,SC07.1
4.6125,1.435,-1.435,9.282499999999999,2.0149999999999997,-2.0149999999999997,X-ray,0.461,3C 295,AL03.1
10.115,4.78,-4.78,7.92,2.84,-2.84,X-ray,0.461,MACSJ1621.6+3810,SC07.1
13.25,8.1,-8.1,27.525,17.75,-17.75,SL,0.464,SDSSJ1446+3032,OG09.1
8.600000000000001,2.7,-2.7,14.575,7.75,-7.75,WL,0.464,SDSSJ1446+3032,OG09.1
8.9,2.6,-2.6,8.9,3.5,-3.5,WL+SL,0.464,SDSSJ1446+3032,OG09.1
6.9,1.9,-1.9,11.7,4.5,-4.5,WL+SL,0.464,SDSSJ1446+3032,SE14.1
4.2125,1.075,-1.075,16.0925,6.705,-6.705,WL,0.464,SDSSJ1446+3032,OG12.1
4.2700000000000005,1.0899999999999999,-1.0899999999999999,15.4625,6.095000000000001,-6.095000000000001,WL+SL,0.464,SDSSJ1446+3032,OG12.1
14.1,4.4,-4.4,5.5,2.0,-2.0,WL+SL,0.466,SDSSJ1115+5319,SE14.1
12.075,3.21,-3.21,2.9075,1.065,-1.065,WL,0.466,SDSSJ1115+5319,OG12.1
10.8225,2.895,-2.895,5.6475,1.245,-1.245,WL+SL,0.466,SDSSJ1115+5319,OG12.1
6.6,1.6,-1.6,7.5,1.3,-1.3,WL+SL,0.466,RCS2J1055+5548,SE14.1
5.415,1.52,-1.52,7.550000000000001,3.1500000000000004,-3.1500000000000004,WL,0.466,RCS2J1055+5548,OG12.1
4.97,1.19,-1.19,7.635,1.25,-1.25,WL+SL,0.466,RCS2J1055+5548,OG12.1
4.6,0.8,-0.8,18.1,3.2,-3.2,WL+SL,0.484,SDSSJ1456+5702,SE14.1
6.949999999999999,1.8499999999999999,-1.8499999999999999,3.2875,1.4049999999999998,-1.4049999999999998,WL,0.484,SDSSJ1456+5702,OG12.1
2.765,0.81,-0.81,28.8525,10.375,-10.375,WL+SL,0.484,SDSSJ1456+5702,OG12.1
5.4,1.6,-1.6,12.7,5.1,-5.1,WL+SL,0.49,SDSSJ1632+3500,SE14.1
4.475,1.5699999999999998,-1.5699999999999998,9.6875,5.165,-5.165,WL,0.49,SDSSJ1632+3500,OG12.1
4.22,1.42,-1.42,11.4275,3.995,-3.995,WL+SL,0.49,SDSSJ1632+3500,OG12.1
61.97,5.92,-5.92,6.327500000000001,0.645,-0.645,X-ray,0.494,MACSJ1311.0-0311,BA14.1
5.3,0.4,-0.4,5.3,1.1,-1.1,WL+SL,0.494,MACSJ1311.0-0311,ME14.1
8.4375,3.435,-3.435,5.505,1.4100000000000001,-1.4100000000000001,X-ray,0.494,MACSJ1311.0-0311,SC07.1
9.299999999999999,3.9,-3.9,3.0,1.8,-1.8,WL,0.5,WARP J0030.5+2618,IS10.1
8.1,3.3,-3.3,3.7,1.9,-1.9,WL+SL,0.517,SDSSJ1152+0930,SE14.1
8.005,3.08,-3.08,2.005,1.1,-1.1,WL,0.517,SDSSJ1152+0930,OG12.1
6.2075000000000005,2.255,-2.255,3.7449999999999997,0.79,-0.79,WL+SL,0.517,SDSSJ1152+0930,OG12.1
55.9775,5.475,-5.475,4.0025,0.765,-0.765,X-ray,0.543,MACSJ1423.8+2404,BA14.1
6.5,1.1,-1.1,5.7,2.8,-2.8,WL+SL,0.543,MACSJ1423.8+2404,ME14.1
6.092499999999999,1.055,-1.055,8.845,0.8600000000000001,-0.8600000000000001,X-ray,0.543,MACSJ1423.8+2404,SC07.1
31.0,5.8,-5.8,3.2,0.5,-0.5,WL,0.544,MACS J1149.5+2223,SE14.1
31.7,5.0,-5.0,6.1,1.4,-1.4,WL,0.546,MACS J0717.5+3745,SE14.1
105.0,84.0,-84.0,5.11,4.088,-4.088,X-ray,0.546,MS 0015.9+1609,MO99.1
20.0,2.0,-2.0,6.4,0.3,-0.3,SL,0.55,MS 0451.6-0305,CO07.1
8.5,2.4,-2.4,7.8,1.5,-1.5,WL+SL,0.561,SDSSJ1209+2640,SE14.1
7.295,2.27,-2.27,6.83,2.9699999999999998,-2.9699999999999998,WL,0.561,SDSSJ1209+2640,OG12.1
6.315,1.6400000000000001,-1.6400000000000001,8.105,1.42,-1.42,WL+SL,0.561,SDSSJ1209+2640,OG12.1
4.375,1.0,-1.0,1.0575,0.034999999999999996,-0.034999999999999996,X-ray,0.57,RXJ0848.7+4456,BA14.1
2.2624999999999997,0.5349999999999999,-0.5349999999999999,30.65,10.8,-10.8,WL+SL,0.584,SDSSJ1029+2623,OG13.1
3.1,0.8,-0.8,10.6,4.9,-4.9,WL+SL,0.584,SDSSJ1029+2623,SE14.1
2.0975,0.665,-0.665,18.605,9.77,-9.77,WL,0.584,SDSSJ1029+2623,OG12.1
2.095,0.62,-0.62,15.1325,6.865,-6.865,WL+SL,0.584,SDSSJ1029+2623,OG12.1
5.7,1.6,-1.6,14.1,5.1,-5.1,WL+SL,0.588,SDSSJ1315+5439,SE14.1
4.69,1.6400000000000001,-1.6400000000000001,17.9675,10.285,-10.285,WL,0.588,SDSSJ1315+5439,OG12.1
4.58,1.52,-1.52,18.2925,8.575,-8.575,WL+SL,0.588,SDSSJ1315+5439,OG12.1
117.7075,12.415,-12.415,2.0275,0.475,-0.475,X-ray,0.589,MACSJ2129.4-0741,BA14.1
12.5,3.5,-3.5,8.4,3.0,-3.0,WL,0.59,MACSJ0647.7+7015,SE14.1
116.2025,12.515,-12.515,1.2375,0.14500000000000002,-0.14500000000000002,X-ray,0.59,MACSJ0647.7+7015,BA14.1
8.3,2.2,-2.2,11.6,4.9,-4.9,WL+SL,0.6,SDSSJ1050+0017,SE14.1
7.035,1.8399999999999999,-1.8399999999999999,9.2425,4.005,-4.005,WL,0.6,SDSSJ1050+0017,OG12.1
7.08,1.81,-1.81,9.2375,3.475,-3.475,WL+SL,0.6,SDSSJ1050+0017,OG12.1
10.0,3.2,-3.2,5.0,1.3,-1.3,WL+SL,0.607,SDSSJ1420+3955,SE14.1
7.2275,1.995,-1.995,11.7925,4.805,-4.805,WL,0.607,SDSSJ1420+3955,OG12.1
7.965,2.28,-2.28,4.825,1.15,-1.15,WL+SL,0.607,SDSSJ1420+3955,OG12.1
3.5,0.3,-0.3,5.0,0.2,-0.2,SL,0.62,3C 220.1,CO07.1
13.225000000000001,7.85,-7.85,26.425,17.05,-17.05,SL,0.638,SDSSJ2111-0114,OG09.1
9.874999999999998,3.65,-3.65,26.4,17.7,-17.7,WL,0.638,SDSSJ2111-0114,OG09.1
9.874999999999998,3.65,-3.65,26.549999999999997,17.6,-17.6,WL+SL,0.638,SDSSJ2111-0114,OG09.1
6.3,3.2,-3.2,5.9,4.3,-4.3,WL+SL,0.638,SDSSJ2111-0114,SE14.1
6.36,2.3600000000000003,-2.3600000000000003,2.4124999999999996,1.345,-1.345,WL,0.638,SDSSJ2111-0114,OG12.1
5.6175,2.185,-2.185,5.945,2.39,-2.39,WL+SL,0.638,SDSSJ2111-0114,OG12.1
14.182500000000001,1.855,-1.855,7.2725,0.835,-0.835,X-ray,0.64,RCSJ1419.2+5326,BA14.1
4.7,2.1,-2.1,13.9,5.5,-5.5,WL+SL,0.659,SDSSJ1110+6459,SE14.1
3.1799999999999997,1.41,-1.41,18.22,15.7,-15.7,WL,0.659,SDSSJ1110+6459,OG12.1
3.3475,1.685,-1.685,23.680000000000003,16.560000000000002,-16.560000000000002,WL+SL,0.659,SDSSJ1110+6459,OG12.1
2.8,2.1,-2.1,9.7,4.9,-4.9,WL+SL,0.68,SDSSJ1004+4112,SE14.1
4.635,3.13,-3.13,24.310000000000002,17.0,-17.0,WL,0.68,SDSSJ1004+4112,OG12.1
2.9450000000000003,1.92,-1.92,14.875,7.5,-7.5,WL+SL,0.68,SDSSJ1004+4112,OG12.1
4.25,3.4000000000000004,-3.4000000000000004,6.0,4.800000000000001,-4.800000000000001,SL,0.68,SDSSJ1004+4112,WI04.1
14.0,3.8,-3.8,8.1,2.9,-2.9,WL+SL,0.686,MACSJ0744.9+3927,SE14.1
136.51000000000002,9.44,-9.44,1.415,0.32,-0.32,X-ray,0.686,MACSJ0744.9+3927,BA14.1
7.9,0.4,-0.4,4.8,1.1,-1.1,WL+SL,0.686,MACSJ0744.9+3927,ME14.1
11.294999999999998,4.59,-4.59,5.2575,1.405,-1.405,X-ray,0.686,MACSJ0744.9+3927,SC07.1
55.7375,5.0649999999999995,-5.0649999999999995,2.8325,0.425,-0.425,X-ray,0.7,RXJ1221.4+4918,BA14.1
6.2299999999999995,0.69,-0.69,3.8325,0.835,-0.835,X-ray,0.72,RXJ1113.1-2615,BA14.1
6.2375,0.675,-0.675,3.7575000000000003,0.585,-0.585,X-ray,0.735,RCSJ1107.3-0523,BA14.1
11.8475,1.365,-1.365,3.22,0.29,-0.29,X-ray,0.778,RCSJ0224-0002,BA14.1
10.4,5.4,-5.4,4.1,2.1,-2.1,WL+SL,0.78,CLG 1137.5+6625,SE14.1
35.3375,4.4350000000000005,-4.4350000000000005,1.4224999999999999,0.21500000000000002,-0.21500000000000002,X-ray,0.78,RCSJ2318.5+0034,BA14.1
7.2,0.8,-0.8,3.8,0.2,-0.2,SL,0.783,MS 1137.5+6625,CO07.1
5.5,4.0,-4.0,5.7,5.2,-5.2,WL,0.81,RX J1716.6+6708,SE14.1
28.1,22.5,-22.5,1.1,0.9,-0.9,WL,0.83,MS 1054-0321,SE14.1
3.1,0.7,-0.7,12.6,4.3,-4.3,WL+SL,0.84,CL J0152-1357,SE14.1
8.334999999999999,1.14,-1.14,4.987500000000001,0.815,-0.815,X-ray,0.87,RCSJ1620.2+2929,BA14.1
11.1,2.6,-2.6,4.8,1.2,-1.2,WL+SL,0.89,CLJ 1226.9+3332,SE14.1
17.2,1.1,-1.1,4.5,1.1,-1.1,WL+SL,0.89,CLJ 1226.9+3332,ME14.1
162.6625,18.665,-18.665,2.3200000000000003,0.39,-0.39,X-ray,0.89,CLJ 1226.9+3332,BA14.1
7.5,1.5,-1.5,9.100000000000001,1.7,-1.7,X-ray,0.89,CLJ 1226.9+3332,MA07.1
4.2,2.6,-2.6,10.5,6.4,-6.4,WL,0.9,CLJ1604+4304,SE14.1
44.93,5.29,-5.29,3.7275,0.635,-0.635,X-ray,0.904,RCS J2319.8+0038,BA14.1
2.5,1.0,-1.0,12.8,5.3,-5.3,WL+SL,0.904,RCS J2319.8+0038,SE14.1
3.2,1.5,-1.5,8.1,5.4,-5.4,WL,0.951,RCSJ0439-2904,SE14.1
4.41,0.45999999999999996,-0.45999999999999996,4.680000000000001,0.26,-0.26,X-ray,0.951,RCSJ0439-2904,BA14.1
9.7,4.6,-4.6,14.625,9.05,-9.05,WL,0.97,XMMU J1230.3+1339,LE11.1
27.5,18.8,-18.8,2.4,2.3,-2.3,WL,0.97,XMMU J1230.3+1339,SE14.1
1.7,0.8,-0.8,12.6,6.0,-6.0,WL,0.97,RCS J1511.0+0903,SE14.1
43.3,35.2,-35.2,0.6,0.7,-0.7,WL,0.98,XMMU J1229.4+0151,SE14.1
1.7,0.6,-0.6,12.8,5.7,-5.7,WL,1.02,RCS 0221-0321,SE14.1
4.3,2.4,-2.4,6.2,4.8,-4.8,WL,1.03,RCS J0220.9-0333,SE14.1
3.6,2.6,-2.6,4.5,2.3,-2.3,WL+SL,1.03,WARP J1415.1+3612,SE14.1
2.5,2.0,-2.0,3.0,2.9,-2.9,WL,1.04,RCS J2345-3632,SE14.1
1.0,0.8,-0.8,8.7,5.9,-5.9,WL+SL,1.07,RCS J2156.7-0448,SE14.1
6.5,6.1,-6.1,3.7,4.3,-4.3,WL,1.1,RCS J0337-2844,SE14.1
70.75500000000001,7.23,-7.23,2.99,0.26,-0.26,X-ray,1.11,RXJ0910.7+5422,BA14.1
3.5,1.5,-1.5,7.3,4.2,-4.2,WL,1.11,RXJ0910.7+5422,SE14.1
8.2,6.2,-6.2,2.2,1.7,-1.7,WL,1.11,ISCS J1432.4+3332,SE14.1
2.2,1.5,-1.5,5.2,3.6,-3.6,WL,1.12,XMMU J2205.8-0159,SE14.1
29.8,28.2,-28.2,0.9,1.0,-1.0,WL,1.22,XLSS J0223-0436,SE14.1
6.8,1.9,-1.9,5.0,1.8,-1.8,WL+SL,1.24,RDCS J1252-2927,SE14.1
2.4,2.1,-2.1,6.5,6.6,-6.6,WL,1.24,ISCS J1434.5+3427,SE14.1
3.7,1.8,-1.8,3.1,1.1,-1.1,WL+SL,1.26,RDCS J0849+4452,SE14.1
48.8,41.4,-41.4,0.5,0.6,-0.6,WL,1.26,ISCS J1429.3+3437,SE14.1
5.535,0.65,-0.65,1.2875,0.11499999999999999,-0.11499999999999999,X-ray,1.26,RXJ0849+4452,BA14.1
2.3,2.8,-2.8,3.1,4.8,-4.8,WL,1.27,RDCS J0848+4453,SE14.1
3.6,3.0,-3.0,5.8,5.9,-5.9,WL,1.36,ISCS J1432.6+3436,SE14.1
13.0,20.1,-20.1,0.8,1.0,-1.0,WL,1.37,ISCS J1434.7+3519,SE14.1
13.9,13.2,-13.2,2.3,1.5,-1.5,WL+SL,1.39,XMMU J2235.3-2557,SE14.1
2.7,2.2,-2.2,7.5,6.3,-6.3,WL,1.41,ISCS J1438.1+3414,SE14.1
337.165,33.269999999999996,-33.269999999999996,0.6075,0.075,-0.075,X-ray,1.41,ISCS J1438.1+3414,BA14.1
2.8,1.7,-1.7,9.4,6.3,-6.3,WL,1.45,XMMXCS J2215.9-1738,SE14.1
